LocID,Location,VarID,Variant,Time,MidPeriod,PopMale,PopFemale,PopTotal,PopDensity
716,Zimbabwe,5,Constant fertility,2099,2099.5,37316.132,38294.875,75611.007,195.453
716,Zimbabwe,5,Constant fertility,2100,2100.5,38055.876,39050.736,77106.612,199.319
716,Zimbabwe,6,Instant replacement,2020,2020.5,7092.01,7770.917,14862.927,38.42
716,Zimbabwe,6,Instant replacement,2021,2021.5,7158.762,7841.124,14999.886,38.774
716,Zimbabwe,6,Instant replacement,2022,2022.5,7210.334,7898.426,15108.76,39.056
716,Zimbabwe,6,Instant replacement,2023,2023.5,7254.362,7949.053,15203.415,39.301
716,Zimbabwe,6,Instant replacement,2024,2024.5,7301.651,8001.7,15303.351,39.559
716,Zimbabwe,6,Instant replacement,2025,2025.5,7360.109,8062.771,15422.88,39.868
716,Zimbabwe,6,Instant replacement,2026,2026.5,7432.31,8134.472,15566.782,40.24
716,Zimbabwe,6,Instant replacement,2027,2027.5,7516.314,8215.446,15731.76,40.666
716,Zimbabwe,6,Instant replacement,2028,2028.5,7609.961,8304.227,15914.188,41.138
716,Zimbabwe,6,Instant replacement,2029,2029.5,7709.353,8397.973,16107.326,41.637
716,Zimbabwe,6,Instant replacement,2030,2030.5,7811.552,8494.53,16306.082,42.151
716,Zimbabwe,6,Instant replacement,2031,2031.5,7916.213,8593.736,16509.949,42.678
716,Zimbabwe,6,Instant replacement,2032,2032.5,8024.228,8696.323,16720.551,43.222
716,Zimbabwe,6,Instant replacement,2033,2033.5,8135.211,8801.977,16937.188,43.782
716,Zimbabwe,6,Instant replacement,2034,2034.5,8248.835,8910.375,17159.21,44.356
716,Zimbabwe,6,Instant replacement,2035,2035.5,8364.738,9021.193,17385.931,44.942
716,Zimbabwe,6,Instant replacement,2036,2036.5,8482.442,9134.032,17616.474,45.538
716,Zimbabwe,6,Instant replacement,2037,2037.5,8601.371,9248.405,17849.776,46.141
716,Zimbabwe,6,Instant replacement,2038,2038.5,8720.893,9363.668,18084.561,46.748
716,Zimbabwe,6,Instant replacement,2039,2039.5,8840.331,9479.114,18319.445,47.355
716,Zimbabwe,6,Instant replacement,2040,2040.5,8959.072,9594.086,18553.158,47.96
716,Zimbabwe,6,Instant replacement,2041,2041.5,9076.71,9708.163,18784.873,48.559
716,Zimbabwe,6,Instant replacement,2042,2042.5,9192.804,9820.992,19013.796,49.15
716,Zimbabwe,6,Instant replacement,2043,2043.5,9306.8,9931.99,19238.79,49.732
716,Zimbabwe,6,Instant replacement,2044,2044.5,9418.11,10040.577,19458.687,50.3
716,Zimbabwe,6,Instant replacement,2045,2045.5,9526.225,10146.266,19672.491,50.853
716,Zimbabwe,6,Instant replacement,2046,2046.5,9630.883,10248.793,19879.676,51.389
716,Zimbabwe,6,Instant replacement,2047,2047.5,9731.904,10347.95,20079.854,51.906
716,Zimbabwe,6,Instant replacement,2048,2048.5,9829.047,10443.532,20272.579,52.404
716,Zimbabwe,6,Instant replacement,2049,2049.5,9922.136,10535.342,20457.478,52.882
716,Zimbabwe,6,Instant replacement,2050,2050.5,10011.057,10623.286,20634.343,53.339
716,Zimbabwe,6,Instant replacement,2051,2051.5,10095.752,10707.305,20803.057,53.776
716,Zimbabwe,6,Instant replacement,2052,2052.5,10176.325,10787.478,20963.803,54.191
716,Zimbabwe,6,Instant replacement,2053,2053.5,10253.119,10864.094,21117.213,54.588
716,Zimbabwe,6,Instant replacement,2054,2054.5,10326.604,10937.564,21264.168,54.967
716,Zimbabwe,6,Instant replacement,2055,2055.5,10397.207,11008.27,21405.477,55.333
716,Zimbabwe,6,Instant replacement,2056,2056.5,10465.08,11076.332,21541.412,55.684
716,Zimbabwe,6,Instant replacement,2057,2057.5,10530.395,11141.951,21672.346,56.023
716,Zimbabwe,6,Instant replacement,2058,2058.5,10593.72,11205.673,21799.393,56.351
716,Zimbabwe,6,Instant replacement,2059,2059.5,10655.705,11268.135,21923.84,56.673
716,Zimbabwe,6,Instant replacement,2060,2060.5,10716.859,11329.849,22046.708,56.99
716,Zimbabwe,6,Instant replacement,2061,2061.5,10777.408,11391.049,22168.457,57.305
716,Zimbabwe,6,Instant replacement,2062,2062.5,10837.399,11451.805,22289.204,57.617
716,Zimbabwe,6,Instant replacement,2063,2063.5,10896.921,11512.225,22409.146,57.927
716,Zimbabwe,6,Instant replacement,2064,2064.5,10956.008,11572.374,22528.382,58.235
716,Zimbabwe,6,Instant replacement,2065,2065.5,11014.653,11632.304,22646.957,58.542
716,Zimbabwe,6,Instant replacement,2066,2066.5,11072.89,11692.038,22764.928,58.847
716,Zimbabwe,6,Instant replacement,2067,2067.5,11130.645,11751.564,22882.209,59.15
716,Zimbabwe,6,Instant replacement,2068,2068.5,11187.644,11810.651,22998.295,59.45
716,Zimbabwe,6,Instant replacement,2069,2069.5,11243.515,11869.043,23112.558,59.746
716,Zimbabwe,6,Instant replacement,2070,2070.5,11297.919,11926.462,23224.381,60.035
716,Zimbabwe,6,Instant replacement,2071,2071.5,11350.721,11982.811,23333.532,60.317
716,Zimbabwe,6,Instant replacement,2072,2072.5,11401.798,12037.964,23439.762,60.591
716,Zimbabwe,6,Instant replacement,2073,2073.5,11450.793,12091.608,23542.401,60.857
716,Zimbabwe,6,Instant replacement,2074,2074.5,11497.319,12143.365,23640.684,61.111
716,Zimbabwe,6,Instant replacement,2075,2075.5,11541.04,12192.927,23733.967,61.352
716,Zimbabwe,6,Instant replacement,2076,2076.5,11581.846,12240.153,23821.999,61.579
716,Zimbabwe,6,Instant replacement,2077,2077.5,11619.664,12284.971,23904.635,61.793
716,Zimbabwe,6,Instant replacement,2078,2078.5,11654.376,12327.236,23981.612,61.992
716,Zimbabwe,6,Instant replacement,2079,2079.5,11685.906,12366.816,24052.722,62.176
716,Zimbabwe,6,Instant replacement,2080,2080.5,11714.18,12403.641,24117.821,62.344
716,Zimbabwe,6,Instant replacement,2081,2081.5,11739.214,12437.668,24176.882,62.497
716,Zimbabwe,6,Instant replacement,2082,2082.5,11761.119,12468.918,24230.037,62.634
716,Zimbabwe,6,Instant replacement,2083,2083.5,11780.084,12497.464,24277.548,62.757
716,Zimbabwe,6,Instant replacement,2084,2084.5,11796.422,12523.381,24319.803,62.866
716,Zimbabwe,6,Instant replacement,2085,2085.5,11810.397,12546.787,24357.184,62.963
716,Zimbabwe,6,Instant replacement,2086,2086.5,11822.172,12567.775,24389.947,63.048
716,Zimbabwe,6,Instant replacement,2087,2087.5,11831.974,12586.472,24418.446,63.121
716,Zimbabwe,6,Instant replacement,2088,2088.5,11840.151,12603.156,24443.307,63.185
716,Zimbabwe,6,Instant replacement,2089,2089.5,11847.121,12618.139,24465.26,63.242
716,Zimbabwe,6,Instant replacement,2090,2090.5,11853.274,12631.721,24484.995,63.293
716,Zimbabwe,6,Instant replacement,2091,2091.5,11858.904,12644.127,24503.031,63.34
716,Zimbabwe,6,Instant replacement,2092,2092.5,11864.247,12655.561,24519.808,63.383
716,Zimbabwe,6,Instant replacement,2093,2093.5,11869.498,12666.166,24535.664,63.424
716,Zimbabwe,6,Instant replacement,2094,2094.5,11874.861,12676.135,24550.996,63.464
716,Zimbabwe,6,Instant replacement,2095,2095.5,11880.542,12685.652,24566.194,63.503
716,Zimbabwe,6,Instant replacement,2096,2096.5,11886.788,12694.963,24581.751,63.543
716,Zimbabwe,6,Instant replacement,2097,2097.5,11893.904,12704.349,24598.253,63.586
716,Zimbabwe,6,Instant replacement,2098,2098.5,11902.217,12714.139,24616.356,63.633
716,Zimbabwe,6,Instant replacement,2099,2099.5,11912.105,12724.713,24636.818,63.686
716,Zimbabwe,6,Instant replacement,2100,2100.5,11923.982,12736.477,24660.459,63.747
716,Zimbabwe,7,Zero migration,2020,2020.5,7092.01,7770.917,14862.927,38.42
716,Zimbabwe,7,Zero migration,2021,2021.5,7254.234,7922.403,15176.637,39.231
716,Zimbabwe,7,Zero migration,2022,2022.5,7417.077,8074.776,15491.853,40.046
716,Zimbabwe,7,Zero migration,2023,2023.5,7580.681,8228.191,15808.872,40.866
716,Zimbabwe,7,Zero migration,2024,2024.5,7745.223,8382.789,16128.012,41.691
716,Zimbabwe,7,Zero migration,2025,2025.5,7910.839,8538.712,16449.551,42.522
716,Zimbabwe,7,Zero migration,2026,2026.5,8077.663,8696.097,16773.76,43.36
716,Zimbabwe,7,Zero migration,2027,2027.5,8245.846,8855.085,17100.931,44.206
716,Zimbabwe,7,Zero migration,2028,2028.5,8415.498,9015.801,17431.299,45.06
716,Zimbabwe,7,Zero migration,2029,2029.5,8586.736,9178.338,17765.074,45.922
716,Zimbabwe,7,Zero migration,2030,2030.5,8759.609,9342.772,18102.381,46.794
716,Zimbabwe,7,Zero migration,2031,2031.5,8934.082,9509.054,18443.136,47.675
716,Zimbabwe,7,Zero migration,2032,2032.5,9110.044,9677.087,18787.131,48.564
716,Zimbabwe,7,Zero migration,2033,2033.5,9287.239,9846.609,19133.848,49.461
716,Zimbabwe,7,Zero migration,2034,2034.5,9465.32,10017.296,19482.616,50.362
716,Zimbabwe,7,Zero migration,2035,2035.5,9643.984,10188.827,19832.811,51.267
716,Zimbabwe,7,Zero migration,2036,2036.5,9823.047,10361.033,20184.08,52.175
716,Zimbabwe,7,Zero migration,2037,2037.5,10002.277,10533.695,20535.972,53.085
716,Zimbabwe,7,Zero migration,2038,2038.5,10181.258,10706.408,20887.666,53.994
716,Zimbabwe,7,Zero migration,2039,2039.5,10359.482,10878.697,21238.179,54.9
716,Zimbabwe,7,Zero migration,2040,2040.5,10536.53,11050.159,21586.689,55.801
716,Zimbabwe,7,Zero migration,2041,2041.5,10712.122,11220.529,21932.651,56.695
716,Zimbabwe,7,Zero migration,2042,2042.5,10886.063,11389.612,22275.675,57.582
716,Zimbabwe,7,Zero migration,2043,2043.5,11058.093,11557.142,22615.235,58.46
716,Zimbabwe,7,Zero migration,2044,2044.5,11227.956,11722.88,22950.836,59.327
716,Zimbabwe,7,Zero migration,2045,2045.5,11395.444,11886.603,23282.047,60.184
716,Zimbabwe,7,Zero migration,2046,2046.5,11560.389,12048.139,23608.528,61.028
716,Zimbabwe,7,Zero migration,2047,2047.5,11722.639,12207.349,23929.988,61.859
716,Zimbabwe,7,Zero migration,2048,2048.5,11882.037,12364.067,24246.104,62.676
716,Zimbabwe,7,Zero migration,2049,2049.5,12038.405,12518.161,24556.566,63.478
716,Zimbabwe,7,Zero migration,2050,2050.5,12191.652,12669.514,24861.166,64.266
716,Zimbabwe,7,Zero migration,2051,2051.5,12341.672,12818.042,25159.714,65.037
716,Zimbabwe,7,Zero migration,2052,2052.5,12488.464,12963.728,25452.192,65.793
716,Zimbabwe,7,Zero migration,2053,2053.5,12632.164,13106.656,25738.82,66.534
716,Zimbabwe,7,Zero migration,2054,2054.5,12772.955,13246.98,26019.935,67.261
716,Zimbabwe,7,Zero migration,2055,2055.5,12911.017,13384.811,26295.828,67.974
716,Zimbabwe,7,Zero migration,2056,2056.5,13046.352,13520.163,26566.515,68.674
716,Zimbabwe,7,Zero migration,2057,2057.5,13178.949,13653.028,26831.977,69.36
716,Zimbabwe,7,Zero migration,2058,2058.5,13308.924,13783.536,27092.46,70.034
716,Zimbabwe,7,Zero migration,2059,2059.5,13436.428,13911.843,27348.271,70.695
716,Zimbabwe,7,Zero migration,2060,2060.5,13561.569,14038.06,27599.629,71.345
716,Zimbabwe,7,Zero migration,2061,2061.5,13684.355,14162.238,27846.593,71.983
716,Zimbabwe,7,Zero migration,2062,2062.5,13804.731,14284.321,28089.052,72.61
716,Zimbabwe,7,Zero migration,2063,2063.5,13922.603,14404.26,28326.863,73.224
716,Zimbabwe,7,Zero migration,2064,2064.5,14037.864,14521.966,28559.83,73.827
716,Zimbabwe,7,Zero migration,2065,2065.5,14150.373,14637.345,28787.718,74.416
716,Zimbabwe,7,Zero migration,2066,2066.5,14260.081,14750.36,29010.441,74.991
716,Zimbabwe,7,Zero migration,2067,2067.5,14366.907,14860.975,29227.882,75.554
716,Zimbabwe,7,Zero migration,2068,2068.5,14470.682,14969.096,29439.778,76.101
716,Zimbabwe,7,Zero migration,2069,2069.5,14571.219,15074.637,29645.856,76.634
716,Zimbabwe,7,Zero migration,2070,2070.5,14668.347,15177.497,29845.844,77.151
716,Zimbabwe,7,Zero migration,2071,2071.5,14761.961,15277.606,30039.567,77.652
716,Zimbabwe,7,Zero migration,2072,2072.5,14851.993,15374.906,30226.899,78.136
716,Zimbabwe,7,Zero migration,2073,2073.5,14938.309,15469.278,30407.587,78.603
716,Zimbabwe,7,Zero migration,2074,2074.5,15020.78,15560.625,30581.405,79.052
716,Zimbabwe,7,Zero migration,2075,2075.5,15099.277,15648.841,30748.118,79.483
716,Zimbabwe,7,Zero migration,2076,2076.5,15173.785,15733.857,30907.642,79.896
716,Zimbabwe,7,Zero migration,2077,2077.5,15244.25,15815.637,31059.887,80.289
716,Zimbabwe,7,Zero migration,2078,2078.5,15310.629,15894.096,31204.725,80.664
716,Zimbabwe,7,Zero migration,2079,2079.5,15372.863,15969.17,31342.033,81.019
716,Zimbabwe,7,Zero migration,2080,2080.5,15430.946,16040.804,31471.75,81.354
716,Zimbabwe,7,Zero migration,2081,2081.5,15484.891,16108.973,31593.864,81.67
716,Zimbabwe,7,Zero migration,2082,2082.5,15534.776,16173.665,31708.441,81.966
716,Zimbabwe,7,Zero migration,2083,2083.5,15580.717,16234.868,31815.585,82.243
716,Zimbabwe,7,Zero migration,2084,2084.5,15622.884,16292.558,31915.442,82.501
716,Zimbabwe,7,Zero migration,2085,2085.5,15661.427,16346.742,32008.169,82.741
716,Zimbabwe,7,Zero migration,2086,2086.5,15696.475,16397.429,32093.904,82.962
716,Zimbabwe,7,Zero migration,2087,2087.5,15728.126,16444.683,32172.809,83.166
716,Zimbabwe,7,Zero migration,2088,2088.5,15756.611,16488.64,32245.251,83.353
716,Zimbabwe,7,Zero migration,2089,2089.5,15782.205,16529.474,32311.679,83.525
716,Zimbabwe,7,Zero migration,2090,2090.5,15805.123,16567.326,32372.449,83.682
716,Zimbabwe,7,Zero migration,2091,2091.5,15825.542,16602.316,32427.858,83.825
716,Zimbabwe,7,Zero migration,2092,2092.5,15843.596,16634.511,32478.107,83.955
716,Zimbabwe,7,Zero migration,2093,2093.5,15859.362,16663.96,32523.322,84.072
716,Zimbabwe,7,Zero migration,2094,2094.5,15872.938,16690.7,32563.638,84.176
716,Zimbabwe,7,Zero migration,2095,2095.5,15884.432,16714.814,32599.246,84.268
716,Zimbabwe,7,Zero migration,2096,2096.5,15893.95,16736.392,32630.342,84.349
716,Zimbabwe,7,Zero migration,2097,2097.5,15901.652,16755.579,32657.231,84.418
716,Zimbabwe,7,Zero migration,2098,2098.5,15907.713,16772.506,32680.219,84.478
716,Zimbabwe,7,Zero migration,2099,2099.5,15912.333,16787.372,32699.705,84.528
716,Zimbabwe,7,Zero migration,2100,2100.5,15915.737,16800.391,32716.128,84.571
716,Zimbabwe,8,Constant mortality,2020,2020.5,7092.01,7770.917,14862.927,38.42
716,Zimbabwe,8,Constant mortality,2021,2021.5,7197.266,7885.019,15082.285,38.987
716,Zimbabwe,8,Constant mortality,2022,2022.5,7309.828,8003.186,15313.014,39.584
716,Zimbabwe,8,Constant mortality,2023,2023.5,7429.003,8125.099,15554.102,40.207
716,Zimbabwe,8,Constant mortality,2024,2024.5,7554.119,8250.434,15804.553,40.854
716,Zimbabwe,8,Constant mortality,2025,2025.5,7684.502,8378.873,16063.375,41.524
716,Zimbabwe,8,Constant mortality,2026,2026.5,7819.491,8510.092,16329.583,42.212
716,Zimbabwe,8,Constant mortality,2027,2027.5,7958.41,8643.792,16602.202,42.916
716,Zimbabwe,8,Constant mortality,2028,2028.5,8100.631,8779.652,16880.283,43.635
716,Zimbabwe,8,Constant mortality,2029,2029.5,8245.505,8917.359,17162.864,44.366
716,Zimbabwe,8,Constant mortality,2030,2030.5,8392.432,9056.582,17449.014,45.105
716,Zimbabwe,8,Constant mortality,2031,2031.5,8540.869,9197.019,17737.888,45.852
716,Zimbabwe,8,Constant mortality,2032,2032.5,8690.293,9338.302,18028.595,46.604
716,Zimbabwe,8,Constant mortality,2033,2033.5,8840.29,9480.091,18320.381,47.358
716,Zimbabwe,8,Constant mortality,2034,2034.5,8990.458,9622.019,18612.477,48.113
716,Zimbabwe,8,Constant mortality,2035,2035.5,9140.422,9763.714,18904.136,48.867
716,Zimbabwe,8,Constant mortality,2036,2036.5,9289.757,9904.859,19194.616,49.618
716,Zimbabwe,8,Constant mortality,2037,2037.5,9438.055,10045.124,19483.179,50.364
716,Zimbabwe,8,Constant mortality,2038,2038.5,9584.919,10184.1,19769.019,51.103
716,Zimbabwe,8,Constant mortality,2039,2039.5,9729.98,10321.365,20051.345,51.832
716,Zimbabwe,8,Constant mortality,2040,2040.5,9872.905,10456.532,20329.437,52.551
716,Zimbabwe,8,Constant mortality,2041,2041.5,10013.353,10589.315,20602.668,53.258
716,Zimbabwe,8,Constant mortality,2042,2042.5,10151.058,10719.446,20870.504,53.95
716,Zimbabwe,8,Constant mortality,2043,2043.5,10285.685,10846.622,21132.307,54.627
716,Zimbabwe,8,Constant mortality,2044,2044.5,10416.925,10970.522,21387.447,55.286
716,Zimbabwe,8,Constant mortality,2045,2045.5,10544.498,11090.895,21635.393,55.927
716,Zimbabwe,8,Constant mortality,2046,2046.5,10668.212,11207.544,21875.756,56.548
716,Zimbabwe,8,Constant mortality,2047,2047.5,10787.928,11320.334,22108.262,57.149
716,Zimbabwe,8,Constant mortality,2048,2048.5,10903.48,11429.091,22332.571,57.729
716,Zimbabwe,8,Constant mortality,2049,2049.5,11014.712,11533.67,22548.382,58.287
716,Zimbabwe,8,Constant mortality,2050,2050.5,11121.527,11633.968,22755.495,58.823
716,Zimbabwe,8,Constant mortality,2051,2051.5,11223.847,11729.902,22953.749,59.335
716,Zimbabwe,8,Constant mortality,2052,2052.5,11321.675,11821.479,23143.154,59.825
716,Zimbabwe,8,Constant mortality,2053,2053.5,11415.171,11908.834,23324.005,60.292
716,Zimbabwe,8,Constant mortality,2054,2054.5,11504.589,11992.168,23496.757,60.739
716,Zimbabwe,8,Constant mortality,2055,2055.5,11590.134,12071.656,23661.79,61.165
716,Zimbabwe,8,Constant mortality,2056,2056.5,11671.834,12147.34,23819.174,61.572
716,Zimbabwe,8,Constant mortality,2057,2057.5,11749.724,12219.268,23968.992,61.959
716,Zimbabwe,8,Constant mortality,2058,2058.5,11823.975,12287.607,24111.582,62.328
716,Zimbabwe,8,Constant mortality,2059,2059.5,11894.794,12352.603,24247.397,62.679
716,Zimbabwe,8,Constant mortality,2060,2060.5,11962.338,12414.403,24376.741,63.013
716,Zimbabwe,8,Constant mortality,2061,2061.5,12026.667,12473.098,24499.765,63.331
716,Zimbabwe,8,Constant mortality,2062,2062.5,12087.77,12528.704,24616.474,63.633
716,Zimbabwe,8,Constant mortality,2063,2063.5,12145.602,12581.243,24726.845,63.918
716,Zimbabwe,8,Constant mortality,2064,2064.5,12200.09,12630.715,24830.805,64.187
716,Zimbabwe,8,Constant mortality,2065,2065.5,12251.152,12677.095,24928.247,64.439
716,Zimbabwe,8,Constant mortality,2066,2066.5,12298.785,12720.41,25019.195,64.674
716,Zimbabwe,8,Constant mortality,2067,2067.5,12342.928,12760.647,25103.575,64.892
716,Zimbabwe,8,Constant mortality,2068,2068.5,12383.461,12797.753,25181.214,65.093
716,Zimbabwe,8,Constant mortality,2069,2069.5,12420.207,12831.655,25251.862,65.276
716,Zimbabwe,8,Constant mortality,2070,2070.5,12453.028,12862.27,25315.298,65.44
716,Zimbabwe,8,Constant mortality,2071,2071.5,12481.876,12889.562,25371.438,65.585
716,Zimbabwe,8,Constant mortality,2072,2072.5,12506.7,12913.514,25420.214,65.711
716,Zimbabwe,8,Constant mortality,2073,2073.5,12527.397,12934.047,25461.444,65.817
716,Zimbabwe,8,Constant mortality,2074,2074.5,12543.862,12951.055,25494.917,65.904
716,Zimbabwe,8,Constant mortality,2075,2075.5,12556.005,12964.468,25520.473,65.97
716,Zimbabwe,8,Constant mortality,2076,2076.5,12563.805,12974.26,25538.065,66.015
716,Zimbabwe,8,Constant mortality,2077,2077.5,12567.292,12980.414,25547.706,66.04
716,Zimbabwe,8,Constant mortality,2078,2078.5,12566.477,12982.884,25549.361,66.045
716,Zimbabwe,8,Constant mortality,2079,2079.5,12561.38,12981.596,25542.976,66.028
716,Zimbabwe,8,Constant mortality,2080,2080.5,12552.062,12976.506,25528.568,65.991
716,Zimbabwe,8,Constant mortality,2081,2081.5,12538.577,12967.651,25506.228,65.933
716,Zimbabwe,8,Constant mortality,2082,2082.5,12521.046,12955.075,25476.121,65.855
716,Zimbabwe,8,Constant mortality,2083,2083.5,12499.62,12938.833,25438.453,65.758
716,Zimbabwe,8,Constant mortality,2084,2084.5,12474.515,12919.012,25393.527,65.642
716,Zimbabwe,8,Constant mortality,2085,2085.5,12445.927,12895.692,25341.619,65.508
716,Zimbabwe,8,Constant mortality,2086,2086.5,12414.005,12868.959,25282.964,65.356
716,Zimbabwe,8,Constant mortality,2087,2087.5,12378.887,12838.918,25217.805,65.188
716,Zimbabwe,8,Constant mortality,2088,2088.5,12340.831,12805.759,25146.59,65.003
716,Zimbabwe,8,Constant mortality,2089,2089.5,12300.135,12769.71,25069.845,64.805
716,Zimbabwe,8,Constant mortality,2090,2090.5,12257.061,12730.96,24988.021,64.594
716,Zimbabwe,8,Constant mortality,2091,2091.5,12211.799,12689.69,24901.489,64.37
716,Zimbabwe,8,Constant mortality,2092,2092.5,12164.502,12646.034,24810.536,64.135
716,Zimbabwe,8,Constant mortality,2093,2093.5,12115.277,12600.102,24715.379,63.889
716,Zimbabwe,8,Constant mortality,2094,2094.5,12064.22,12552.021,24616.241,63.633
716,Zimbabwe,8,Constant mortality,2095,2095.5,12011.464,12501.935,24513.399,63.367
716,Zimbabwe,8,Constant mortality,2096,2096.5,11957.136,12449.999,24407.135,63.092
716,Zimbabwe,8,Constant mortality,2097,2097.5,11901.389,12396.41,24297.799,62.809
716,Zimbabwe,8,Constant mortality,2098,2098.5,11844.417,12341.384,24185.801,62.52
716,Zimbabwe,8,Constant mortality,2099,2099.5,11786.414,12285.167,24071.581,62.225
716,Zimbabwe,8,Constant mortality,2100,2100.5,11727.625,12228.03,23955.655,61.925
716,Zimbabwe,9,No change,2020,2020.5,7092.01,7770.917,14862.927,38.42
716,Zimbabwe,9,No change,2021,2021.5,7208.239,7896.515,15104.754,39.046
716,Zimbabwe,9,No change,2022,2022.5,7335.603,8029.848,15365.451,39.719
716,Zimbabwe,9,No change,2023,2023.5,7473.368,8170.58,15643.948,40.439
716,Zimbabwe,9,No change,2024,2024.5,7620.868,8318.377,15939.245,41.203
716,Zimbabwe,9,No change,2025,2025.5,7777.425,8472.967,16250.392,42.007
716,Zimbabwe,9,No change,2026,2026.5,7942.406,8634.054,16576.46,42.85
716,Zimbabwe,9,No change,2027,2027.5,8115.18,8801.393,16916.573,43.729
716,Zimbabwe,9,No change,2028,2028.5,8295.16,8974.747,17269.907,44.642
716,Zimbabwe,9,No change,2029,2029.5,8481.791,9153.884,17635.675,45.588
716,Zimbabwe,9,No change,2030,2030.5,8674.519,9338.571,18013.09,46.564
716,Zimbabwe,9,No change,2031,2031.5,8872.862,9528.559,18401.421,47.567
716,Zimbabwe,9,No change,2032,2032.5,9076.359,9723.533,18799.892,48.597
716,Zimbabwe,9,No change,2033,2033.5,9284.583,9923.165,19207.748,49.652
716,Zimbabwe,9,No change,2034,2034.5,9497.139,10127.064,19624.203,50.728
716,Zimbabwe,9,No change,2035,2035.5,9713.666,10334.89,20048.556,51.825
716,Zimbabwe,9,No change,2036,2036.5,9933.808,10546.386,20480.194,52.941
716,Zimbabwe,9,No change,2037,2037.5,10157.232,10761.311,20918.543,54.074
716,Zimbabwe,9,No change,2038,2038.5,10383.659,10979.365,21363.024,55.223
716,Zimbabwe,9,No change,2039,2039.5,10612.843,11200.256,21813.099,56.386
716,Zimbabwe,9,No change,2040,2040.5,10844.558,11423.703,22268.261,57.563
716,Zimbabwe,9,No change,2041,2041.5,11078.605,11649.552,22728.157,58.752
716,Zimbabwe,9,No change,2042,2042.5,11314.812,11877.632,23192.444,59.952
716,Zimbabwe,9,No change,2043,2043.5,11552.908,12107.709,23660.617,61.162
716,Zimbabwe,9,No change,2044,2044.5,11792.647,12339.53,24132.177,62.381
716,Zimbabwe,9,No change,2045,2045.5,12033.825,12572.928,24606.753,63.608
716,Zimbabwe,9,No change,2046,2046.5,12276.407,12807.834,25084.241,64.842
716,Zimbabwe,9,No change,2047,2047.5,12520.424,13044.307,25564.731,66.084
716,Zimbabwe,9,No change,2048,2048.5,12765.954,13282.38,26048.334,67.334
716,Zimbabwe,9,No change,2049,2049.5,13013.113,13522.164,26535.277,68.593
716,Zimbabwe,9,No change,2050,2050.5,13262.065,13763.799,27025.864,69.861
716,Zimbabwe,9,No change,2051,2051.5,13512.892,14007.342,27520.234,71.139
716,Zimbabwe,9,No change,2052,2052.5,13765.78,14253.007,28018.787,72.428
716,Zimbabwe,9,No change,2053,2053.5,14021.169,14501.194,28522.363,73.73
716,Zimbabwe,9,No change,2054,2054.5,14279.623,14752.418,29032.041,75.047
716,Zimbabwe,9,No change,2055,2055.5,14541.603,15007.119,29548.722,76.383
716,Zimbabwe,9,No change,2056,2056.5,14807.318,15265.517,30072.835,77.738
716,Zimbabwe,9,No change,2057,2057.5,15076.918,15527.763,30604.681,79.113
716,Zimbabwe,9,No change,2058,2058.5,15350.674,15794.138,31144.812,80.509
716,Zimbabwe,9,No change,2059,2059.5,15628.878,16064.938,31693.816,81.928
716,Zimbabwe,9,No change,2060,2060.5,15911.769,16340.404,32252.173,83.371
716,Zimbabwe,9,No change,2061,2061.5,16199.482,16620.708,32820.19,84.84
716,Zimbabwe,9,No change,2062,2062.5,16492.049,16905.911,33397.96,86.333
716,Zimbabwe,9,No change,2063,2063.5,16789.476,17196.079,33985.555,87.852
716,Zimbabwe,9,No change,2064,2064.5,17091.679,17491.203,34582.882,89.396
716,Zimbabwe,9,No change,2065,2065.5,17398.58,17791.272,35189.852,90.965
716,Zimbabwe,9,No change,2066,2066.5,17710.189,18096.347,35806.536,92.559
716,Zimbabwe,9,No change,2067,2067.5,18026.458,18406.406,36432.864,94.178
716,Zimbabwe,9,No change,2068,2068.5,18347.145,18721.32,37068.465,95.821
716,Zimbabwe,9,No change,2069,2069.5,18671.961,19040.861,37712.822,97.487
716,Zimbabwe,9,No change,2070,2070.5,19000.65,19364.871,38365.521,99.174
716,Zimbabwe,9,No change,2071,2071.5,19333.147,19693.329,39026.476,100.883
716,Zimbabwe,9,No change,2072,2072.5,19669.445,20026.227,39695.672,102.613
716,Zimbabwe,9,No change,2073,2073.5,20009.383,20363.454,40372.837,104.363
716,Zimbabwe,9,No change,2074,2074.5,20352.802,20704.876,41057.678,106.133
716,Zimbabwe,9,No change,2075,2075.5,20699.601,21050.422,41750.023,107.923
716,Zimbabwe,9,No change,2076,2076.5,21049.779,21400.094,42449.873,109.732
716,Zimbabwe,9,No change,2077,2077.5,21403.433,21753.964,43157.397,111.561
716,Zimbabwe,9,No change,2078,2078.5,21760.671,22112.08,43872.751,113.41
716,Zimbabwe,9,No change,2079,2079.5,22121.644,22474.55,44596.194,115.28
716,Zimbabwe,9,No change,2080,2080.5,22486.553,22841.472,45328.025,117.172
716,Zimbabwe,9,No change,2081,2081.5,22855.525,23212.956,46068.481,119.086
716,Zimbabwe,9,No change,2082,2082.5,23228.763,23589.155,46817.918,121.023
716,Zimbabwe,9,No change,2083,2083.5,23606.575,23970.312,47576.887,122.985
716,Zimbabwe,9,No change,2084,2084.5,23989.403,24356.737,48346.14,124.974
